tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary
118N18737,US-212,WESTBOUND,MN-101/GREAT PLAINS BLVD,MN,CARVER,55317,44.84595,-93.53032,44.8442,-93.53925,0.455507,4,America/Chicago,P1.11,USA,1433,2,N,2,57628,2,,4,212,3,1,212,50837,1374,1234,1,100,0,100,1,1
118-04436,US-212,WESTBOUND,CR-39/VALLEY VIEW RD,MN,HENNEPIN,55344,44.87796,-93.41453,44.87176,-93.41593,0.433759,4,America/Chicago,P1.11,USA,95,2,N,2,57628,2,,4,212,3,1,212,55000,1209,526,1,100,0,100,1,1
118N04436,US-212,WESTBOUND,CR-39/VALLEY VIEW RD,MN,HENNEPIN,55344,44.87176,-93.41593,44.8671,-93.41883,0.362210,5,America/Chicago,P1.11,USA,95,2,N,2,57628,2,,4,212,3,1,212,55000,1209,526,1,100,0,100,1,1
118-18736,US-212,WESTBOUND,CR-17/POWERS BLVD,MN,CARVER,55317,44.8442,-93.53925,44.83941,-93.54748,0.526579,5,America/Chicago,P1.11,USA,1433,2,N,2,57628,2,,4,212,3,1,212,47500,1292,1197,1,53,0,0,1,1
118N18736,US-212,WESTBOUND,CR-17/POWERS BLVD,MN,CARVER,55317,44.83941,-93.54748,44.8351,-93.55225,0.378487,6,America/Chicago,P1.11,USA,1433,2,N,2,57628,2,,4,212,3,1,212,47500,1292,1197,1,100,0,100,1,1
118-04435,US-212,WESTBOUND,I-494,MN,HENNEPIN,55344,44.8671,-93.41883,44.86588,-93.4232,0.232746,6,America/Chicago,P1.11,USA,95,2,N,2,57628,2,,4,212,3,1,212,44982,964,414,1,100,0,100,1,1
118N04435,US-212,WESTBOUND,I-494,MN,HENNEPIN,55344,44.86588,-93.4232,44.86497,-93.429,0.290855,7,America/Chicago,P1.11,USA,95,2,N,2,57628,2,,4,212,3,1,212,91710,1868,988,1,100,0,100,1,1
118-18735,US-212,WESTBOUND,MN-41/N CHESTNUT ST,MN,CARVER,55318,44.8351,-93.55225,44.81736,-93.59696,2.645295,7,America/Chicago,P1.11,USA,1433,2,N,2,57628,2,,4,212,3,1,212,39500,1096,1107,1,88,0,0,1,1
118N18735,US-212,WESTBOUND,MN-41/N CHESTNUT ST,MN,CARVER,55318,44.81736,-93.59696,44.8145,-93.60833,0.594800,8,America/Chicago,P1.11,USA,1433,2,N,2,57628,2,,4,212,3,1,212,38489,1085,1112,1,60,0,0,1,1
118-18734,US-212,WESTBOUND,CR-10/ENGLER BLVD,MN,CARVER,55318,44.8145,-93.60833,44.80953,-93.62182,0.757437,9,America/Chicago,P1.11,USA,1433,2,N,2,57628,2,,4,212,3,1,212,25946,955,1176,1,76,0,0,1,1
118N18734,US-212,WESTBOUND,CR-10/ENGLER BLVD,MN,CARVER,55318,44.80953,-93.62182,44.8018,-93.62876,0.635044,10,America/Chicago,P1.11,USA,1433,2,N,2,57628,2,,4,212,3,1,212,25142,935,1167,1,64,0,0,1,1
118+10713,US-52,NORTHBOUND,MN-19/HIGHWAY 19 BLVD,MN,GOODHUE,55009,44.45746,-92.90322,44.50731,-92.91868,3.610103,79,America/Chicago,P1.11,USA,121,2,N,3,99999,2,,4,52,3,1,52,21100,650,1641,1,90,0,0,1,1
118P10713,US-52,NORTHBOUND,MN-19/HIGHWAY 19 BLVD,MN,GOODHUE,55009,44.50731,-92.91868,44.50966,-92.91988,0.173085,80,America/Chicago,P1.11,USA,121,2,N,3,99999,2,,4,52,3,1,52,21177,587,1604,1,100,0,100,1,1
118+05198,US-52,NORTHBOUND,DAKOTA/GOODHUE COUNTY LINE,MN,GOODHUE,55009,44.50966,-92.91988,44.51799,-92.92296,0.595107,81,America/Chicago,P3.14,USA,212,2,N,3,99999,2,,4,52,3,1,52,21191,575,1597,1,59,0,0,1,1
118+05404,US-52,NORTHBOUND,CR-86/280TH ST/ROCHESTER BLVD,MN,DAKOTA,55065,44.51799,-92.92296,44.54268,-92.94165,1.945652,82,America/Chicago,P1.11,USA,212,2,N,3,99999,2,,4,52,3,1,52,21189,575,1597,1,97,0,0,1,1
